Nummer,Uitleg,Samenvatting,UniformeProductnaam,Grondslaglabel,Overheid,SoortProduct,Klant,Prompt1
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,centraal register uitsluiting kansspelen,Artikel 33h Wet op de kansspelen,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een centraal register uitsluiting kansspelen bij de Nederlandse Rijksoverheid  op basis van Artikel 33h Wet op de kansspelen. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1351""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,collegegeld,Artikel 7.43 Wet op het hoger onderwijs en wetenschappelijk onderzoek,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een collegegeld bij de Nederlandse Rijksoverheid  op basis van Artikel 7.43 Wet op het hoger onderwijs en wetenschappelijk onderzoek. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1352""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,cursusgeld,Artikel 6 Les- en cursusgeldwet,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een cursusgeld bij de Nederlandse Rijksoverheid  op basis van Artikel 6 Les- en cursusgeldwet. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1353""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,dividendbelasting,Artikel 1 Wet op de dividendbelasting 1965,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een dividendbelasting bij de Nederlandse Rijksoverheid  op basis van Artikel 1 Wet op de dividendbelasting 1965. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1354""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,erfbelasting,Artikel 5 Successiewet 1956,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een erfbelasting bij de Nederlandse Rijksoverheid  op basis van Artikel 5 Successiewet 1956. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1355""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,forensenbelasting,Artikel 223 Gemeentewet,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een forensenbelasting bij de Nederlandse Rijksoverheid  op basis van Artikel 223 Gemeentewet. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1356""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,integriteitsbeoordeling,Artikel 7a Wet bevordering integriteitsbeoordelingen door het openbaar bestuur,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een integriteitsbeoordeling bij de Nederlandse Rijksoverheid  op basis van Artikel 7a Wet bevordering integriteitsbeoordelingen door het openbaar bestuur. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1357""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,invorderingsrente,Artikel 28 Invorderingswet 1990,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een invorderingsrente bij de Nederlandse Rijksoverheid  op basis van Artikel 28 Invorderingswet 1990. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1358""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,kampeerautotarief motorrijtuigenbelasting,Artikel 23a Wet op de motorrijtuigenbelasting 1994,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een kampeerautotarief motorrijtuigenbelasting bij de Nederlandse Rijksoverheid  op basis van Artikel 23a Wet op de motorrijtuigenbelasting 1994. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1359""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,kentekenoverschrijving bij overlijden,Artikel 29 Kentekenreglement,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een kentekenoverschrijving bij overlijden bij de Nederlandse Rijksoverheid  op basis van Artikel 29 Kentekenreglement. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1360""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,leges,Artikel 229 Gemeentewet,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een leges bij de Nederlandse Rijksoverheid  op basis van Artikel 229 Gemeentewet. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1361""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,leges,Artikel 223 Provinciewet,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een leges bij de Nederlandse Rijksoverheid  op basis van Artikel 223 Provinciewet. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1362""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,leges,Artikel 115 Waterschapswet,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een leges bij de Nederlandse Rijksoverheid  op basis van Artikel 115 Waterschapswet. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1363""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,lesgeld,Artikel 3 Les- en cursusgeldwet,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een lesgeld bij de Nederlandse Rijksoverheid  op basis van Artikel 3 Les- en cursusgeldwet. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1364""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,loon premie volksverzekering inhouding,Artikel 58 Wet financiering sociale verzekeringen,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een loon premie volksverzekering inhouding bij de Nederlandse Rijksoverheid  op basis van Artikel 58 Wet financiering sociale verzekeringen. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1365""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,loon premie werknemersverzekering inhouding,Artikel 59 Wet financiering sociale verzekeringen,de Nederlandse Rijksoverheid,zijn verplichting nakomen volgens,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland zijn verplichting nakomen volgens van een loon premie werknemersverzekering inhouding bij de Nederlandse Rijksoverheid  op basis van Artikel 59 Wet financiering sociale verzekeringen. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""1366""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
